#Steps Energy
0 -96
100 -506.4
200 -844
300 -1106.4
400 -1335.2
500 -1572
600 -1730.4
700 -1879.2
800 -2073.6
900 -2220.8
1000 -2374.4
1100 -2548.8
1200 -2657.6
1300 -2778.4
1400 -2900
1500 -3041.6
1600 -3139.2
1700 -3240.8
1800 -3371.2
1900 -3641.6
2000 -3716
2100 -3806.4
2200 -3923.2
2300 -3977.6
2400 -4109.6
2500 -4145.6
2600 -4189.6
2700 -4260.8
2800 -4331.2
2900 -4414.4
3000 -4523.2
3100 -4597.6
3200 -4702.4
3300 -4770.4
3400 -4824
3500 -4851.2
3600 -4896
3700 -4969.6
3800 -4963.2
3900 -5064.8
4000 -5121.6
4100 -5156.8
4200 -5199.2
4300 -5223.2
4400 -5258.4
4500 -5274.4
4600 -5328
4700 -5400
4800 -5434.4
4900 -5467.2
5000 -5492
5100 -5522.4
5200 -5592
5300 -5606.4
5400 -5616.8
5500 -5643.2
5600 -5670.4
5700 -5660
5800 -5656
5900 -5680
6000 -5750.4
6100 -5818.4
6200 -5837.6
6300 -5864
6400 -5920
6500 -5960.8
6600 -5984.8
6700 -6020
6800 -6025.6
6900 -6080
7000 -6096.8
7100 -6122.4
7200 -6163.2
7300 -6177.6
7400 -6186.4
7500 -6224
7600 -6256
7700 -6267.2
7800 -6316
7900 -6330.4
8000 -6331.2
8100 -6366.4
8200 -6412
8300 -6466.4
8400 -6484.8
8500 -6496
8600 -6530.4
8700 -6531.2
8800 -6551.2
8900 -6594.4
9000 -6634.4
9100 -6660.8
9200 -6672
9300 -6677.6
9400 -6667.2
9500 -6678.4
9600 -6719.2
9700 -6738.4
9800 -6741.6
9900 -6736
10000 -6780.8
10100 -6800
10200 -6804.8
10300 -6805.6
10400 -6811.2
10500 -6844
10600 -6871.2
10700 -6876
10800 -6873.6
10900 -6919.2
11000 -6921.6
11100 -6952
11200 -6971.2
11300 -7000
11400 -7005.6
11500 -7023.2
11600 -7031.2
11700 -7049.6
11800 -7063.2
11900 -7082.4
12000 -7112
12100 -7131.2
