#Steps Energy
0 -240.8
100 -515.2
200 -765.6
300 -720
400 -892.8
500 -1094.4
600 -1132
700 -1349.6
800 -1455.2
900 -1487.2
1000 -1572
1100 -1653.6
1200 -1624.8
1300 -1752
1400 -1860
1500 -1976
1600 -2056
1700 -2059.2
1800 -2034.4
1900 -2115.2
2000 -2168.8
2100 -2151.2
2200 -2339.2
2300 -2358.4
2400 -2335.2
2500 -2288
2600 -2208.8
2700 -2257.6
2800 -2270.4
2900 -2342.4
3000 -2331.2
3100 -2286.4
3200 -2222.4
3300 -2337.6
3400 -2389.6
3500 -2286.4
3600 -2217.6
3700 -2234.4
3800 -2284.8
3900 -2260
4000 -2296.8
4100 -2252
4200 -2276
4300 -2313.6
4400 -2204
4500 -2320.8
4600 -2385.6
4700 -2429.6
4800 -2436
4900 -2479.2
5000 -2423.2
5100 -2393.6
5200 -2439.2
5300 -2578.4
5400 -2623.2
5500 -2623.2
5600 -2602.4
5700 -2537.6
5800 -2516.8
5900 -2504.8
6000 -2546.4
6100 -2582.4
6200 -2656.8
6300 -2660
6400 -2687.2
6500 -2697.6
6600 -2646.4
6700 -2635.2
6800 -2732.8
6900 -2762.4
7000 -2832.8
7100 -2680.8
7200 -2745.6
7300 -2756
7400 -2772
7500 -2767.2
7600 -2741.6
7700 -2748.8
7800 -2840.8
7900 -2870.4
8000 -2808.8
8100 -2869.6
8200 -2812
8300 -2773.6
8400 -2789.6
8500 -2833.6
8600 -2920.8
8700 -2914.4
8800 -2836.8
8900 -2790.4
9000 -2944
9100 -3067.2
9200 -3084
9300 -3043.2
9400 -3159.2
9500 -3190.4
9600 -3293.6
9700 -3282.4
9800 -3262.4
9900 -3256
10000 -3299.2
10100 -3238.4
10200 -3239.2
10300 -3212.8
10400 -3184
10500 -3167.2
10600 -3181.6
10700 -3140.8
10800 -3093.6
10900 -3056.8
11000 -3055.2
11100 -3150.4
11200 -3227.2
11300 -3187.2
11400 -3224
11500 -3208
11600 -3180.8
11700 -3113.6
11800 -3122.4
11900 -3163.2
12000 -3240.8
12100 -3233.6
12200 -3182.4
12300 -3168.8
12400 -3141.6
12500 -3176.8
12600 -3104
12700 -3047.2
12800 -2915.2
12900 -2975.2
13000 -3030.4
13100 -3088.8
13200 -3102.4
13300 -2964.8
13400 -2921.6
13500 -2910.4
13600 -2836.8
13700 -2909.6
13800 -2846.4
13900 -2857.6
14000 -2923.2
14100 -2873.6
14200 -2868
14300 -2783.2
14400 -2840
14500 -2713.6
14600 -2885.6
14700 -2852.8
14800 -2875.2
14900 -2774.4
15000 -2876.8
15100 -2873.6
15200 -2847.2
15300 -2737.6
15400 -2781.6
15500 -2795.2
15600 -2813.6
15700 -2760.8
15800 -2720.8
15900 -2822.4
16000 -2729.6
16100 -2817.6
16200 -2807.2
16300 -2728.8
16400 -2738.4
16500 -2754.4
16600 -2769.6
16700 -2872
16800 -2934.4
16900 -2928.8
17000 -2912
17100 -2888.8
17200 -2980
17300 -2877.6
17400 -2888.8
17500 -2918.4
17600 -2856
17700 -2876.8
17800 -2908.8
17900 -2956
18000 -2884
18100 -2789.6
18200 -2780
18300 -2769.6
18400 -2628
18500 -2565.6
18600 -2547.2
18700 -2583.2
18800 -2652
18900 -2729.6
19000 -2784.8
19100 -2845.6
19200 -2751.2
19300 -2728
19400 -2727.2
19500 -2743.2
19600 -2769.6
19700 -2702.4
19800 -2779.2
19900 -2700.8
20000 -2844
20100 -2895.2
20200 -2930.4
20300 -2978.4
20400 -2914.4
20500 -2953.6
20600 -3009.6
20700 -2991.2
20800 -3071.2
20900 -3134.4
21000 -3093.6
21100 -3143.2
21200 -3072
21300 -3145.6
21400 -3196
21500 -3172.8
21600 -3093.6
21700 -3068
21800 -3053.6
21900 -2947.2
22000 -2964
22100 -3081.6
22200 -3130.4
22300 -3095.2
22400 -3159.2
22500 -3004.8
22600 -2972
22700 -2937.6
22800 -2968.8
22900 -3008.8
23000 -3044.8
23100 -3051.2
23200 -2952.8
23300 -3021.6
23400 -3089.6
23500 -3048
23600 -2999.2
23700 -3024.8
23800 -3025.6
23900 -3063.2
24000 -3032
24100 -3007.2
24200 -3076.8
24300 -3112.8
24400 -3048
24500 -3014.4
24600 -2968
24700 -3032
24800 -3024.8
24900 -3019.2
25000 -2986.4
25100 -3090.4
25200 -3140
25300 -3246.4
25400 -3232
25500 -3312.8
25600 -3218.4
25700 -3188.8
25800 -3191.2
25900 -3164
26000 -3074.4
26100 -3100
26200 -3085.6
26300 -3060.8
