#Steps Energy
0 104
100 -83.2
200 -160.8
300 -287.2
400 -351.2
500 -539.2
600 -757.6
700 -899.2
800 -1104.8
900 -1288
1000 -1301.6
1100 -1383.2
1200 -1413.6
1300 -1380.8
1400 -1382.4
1500 -1384
1600 -1500
1700 -1537.6
1800 -1525.6
1900 -1618.4
2000 -1591.2
2100 -1568.8
2200 -1625.6
2300 -1771.2
2400 -1829.6
2500 -1880.8
2600 -1941.6
2700 -1962.4
2800 -1937.6
2900 -2015.2
3000 -1952
3100 -1963.2
3200 -1955.2
3300 -2008
3400 -1944
3500 -1960
3600 -1981.6
3700 -1948.8
3800 -1983.2
3900 -2008.8
4000 -1980.8
4100 -2056.8
4200 -1932.8
4300 -1986.4
4400 -1940
4500 -1936.8
4600 -2005.6
4700 -1924
4800 -2050.4
4900 -2099.2
5000 -2192.8
5100 -2198.4
5200 -2234.4
5300 -2203.2
5400 -2124.8
5500 -1904.8
5600 -1815.2
5700 -1837.6
5800 -1904.8
5900 -1988
6000 -1876
6100 -1873.6
6200 -1857.6
6300 -1800
6400 -1912
6500 -1808.8
6600 -1795.2
6700 -1816
6800 -1708.8
6900 -1763.2
7000 -1785.6
7100 -1658.4
7200 -1654.4
7300 -1766.4
7400 -1785.6
7500 -1941.6
7600 -1990.4
7700 -2073.6
7800 -2057.6
7900 -2071.2
8000 -2069.6
8100 -2095.2
8200 -2068.8
8300 -2202.4
8400 -2173.6
8500 -2104.8
8600 -2101.6
8700 -2155.2
8800 -2224.8
8900 -2257.6
9000 -2299.2
9100 -2269.6
9200 -2329.6
9300 -2454.4
9400 -2437.6
9500 -2490.4
9600 -2543.2
9700 -2508
9800 -2563.2
9900 -2563.2
10000 -2623.2
10100 -2597.6
10200 -2463.2
10300 -2521.6
10400 -2472
10500 -2329.6
10600 -2324.8
10700 -2309.6
10800 -2399.2
10900 -2398.4
11000 -2401.6
11100 -2444
11200 -2452
11300 -2330.4
11400 -2331.2
11500 -2285.6
11600 -2239.2
11700 -2211.2
11800 -2214.4
11900 -2146.4
12000 -2127.2
12100 -2114.4
12200 -2146.4
12300 -2158.4
12400 -2132.8
12500 -2030.4
12600 -2035.2
12700 -2088
12800 -2052.8
12900 -2008.8
13000 -2052.8
13100 -2120
13200 -2192
13300 -2237.6
13400 -2184.8
13500 -2120
13600 -2066.4
13700 -2146.4
13800 -2106.4
13900 -2057.6
14000 -2111.2
14100 -2116.8
14200 -2048
14300 -1969.6
14400 -2059.2
14500 -2032.8
14600 -2001.6
14700 -2074.4
14800 -2090.4
14900 -2067.2
15000 -2070.4
15100 -2053.6
15200 -2065.6
15300 -2002.4
15400 -2075.2
15500 -2045.6
15600 -2107.2
15700 -2037.6
15800 -1893.6
15900 -1806.4
16000 -1988.8
16100 -2144
16200 -2041.6
16300 -1958.4
16400 -2054.4
16500 -2028
16600 -1940
16700 -1986.4
16800 -2018.4
16900 -1995.2
17000 -2084.8
17100 -2099.2
17200 -2180.8
17300 -2226.4
17400 -2238.4
17500 -2341.6
17600 -2280
17700 -2184.8
17800 -2153.6
17900 -2203.2
18000 -2158.4
18100 -2259.2
18200 -2213.6
18300 -2311.2
18400 -2258.4
18500 -2232
18600 -2168.8
18700 -2122.4
18800 -2135.2
18900 -2110.4
19000 -2172.8
19100 -2191.2
19200 -2316
19300 -2222.4
19400 -2238.4
19500 -2206.4
19600 -2196
19700 -2225.6
19800 -2222.4
19900 -2256.8
20000 -2229.6
20100 -2317.6
20200 -2256
20300 -2152
20400 -2228.8
20500 -2261.6
20600 -2278.4
20700 -2247.2
20800 -2287.2
20900 -2228
21000 -2244
21100 -2372
21200 -2372.8
21300 -2401.6
21400 -2449.6
21500 -2507.2
21600 -2512.8
21700 -2456
21800 -2392
21900 -2369.6
22000 -2467.2
22100 -2508.8
22200 -2400
22300 -2492.8
22400 -2512.8
22500 -2541.6
22600 -2551.2
22700 -2498.4
22800 -2380
22900 -2448.8
23000 -2524
23100 -2504
23200 -2475.2
23300 -2552.8
23400 -2475.2
23500 -2412
23600 -2356.8
23700 -2248
23800 -2271.2
23900 -2320.8
24000 -2411.2
24100 -2303.2
24200 -2247.2
24300 -2199.2
24400 -2171.2
24500 -2128.8
24600 -2201.6
24700 -2203.2
24800 -2276.8
24900 -2348
25000 -2304
25100 -2264.8
25200 -2272
25300 -2201.6
25400 -2204
25500 -2220.8
25600 -2281.6
25700 -2252
25800 -2291.2
25900 -2269.6
26000 -2298.4
26100 -2311.2
26200 -2321.6
26300 -2340.8
26400 -2285.6
26500 -2298.4
26600 -2189.6
26700 -2215.2
26800 -2151.2
26900 -2144.8
27000 -2058.4
27100 -2116.8
27200 -2145.6
27300 -2090.4
27400 -2175.2
27500 -2084
27600 -2086.4
27700 -2127.2
27800 -2237.6
27900 -2229.6
28000 -2195.2
28100 -2127.2
28200 -2184.8
28300 -2231.2
28400 -2107.2
28500 -2044.8
28600 -2122.4
28700 -2159.2
28800 -2095.2
28900 -2069.6
29000 -2040.8
29100 -2117.6
29200 -2052
29300 -1947.2
29400 -2133.6
29500 -2149.6
29600 -2073.6
29700 -2025.6
29800 -2155.2
29900 -2088.8
30000 -2031.2
30100 -1913.6
30200 -2094.4
30300 -2074.4
30400 -2072
30500 -2083.2
30600 -2071.2
30700 -2152
30800 -2186.4
30900 -2190.4
31000 -2133.6
31100 -2174.4
31200 -2173.6
31300 -2288
31400 -2270.4
31500 -2356
31600 -2367.2
31700 -2448.8
31800 -2508
31900 -2412.8
32000 -2372
32100 -2298.4
32200 -2272
32300 -2232
32400 -2245.6
32500 -2351.2
32600 -2347.2
32700 -2293.6
32800 -2204.8
32900 -2070.4
33000 -2070.4
33100 -2152
33200 -2223.2
33300 -2146.4
33400 -2160.8
33500 -2134.4
33600 -2079.2
33700 -2222.4
33800 -2231.2
