#Steps Energy
0 -88.8
100 -478.4
200 -864
300 -1223.2
400 -1474.4
500 -1682.4
600 -1930.4
700 -2172
800 -2324.8
900 -2425.6
1000 -2614.4
1100 -2822.4
1200 -2988.8
1300 -3153.6
1400 -3308
1500 -3474.4
1600 -3577.6
1700 -3690.4
1800 -3815.2
1900 -3944
2000 -4057.6
2100 -4160.8
2200 -4249.6
2300 -4303.2
2400 -4348.8
2500 -4400
2600 -4467.2
2700 -4516
2800 -4568.8
2900 -4596.8
3000 -4666.4
3100 -4721.6
3200 -4795.2
3300 -4836.8
3400 -4956.8
3500 -5016.8
3600 -5044.8
3700 -5110.4
3800 -5156
3900 -5219.2
4000 -5287.2
4100 -5300
4200 -5347.2
4300 -5418.4
4400 -5496
4500 -5567.2
4600 -5638.4
4700 -5704.8
4800 -5765.6
4900 -5812
5000 -5874.4
5100 -5896.8
5200 -5910.4
5300 -5948.8
5400 -5993.6
5500 -6033.6
5600 -6112
5700 -6148.8
5800 -6250.4
5900 -6358.4
6000 -6396
6100 -6418.4
6200 -6433.6
6300 -6456
6400 -6471.2
6500 -6472
6600 -6493.6
6700 -6527.2
6800 -6619.2
6900 -6628
7000 -6659.2
7100 -6679.2
7200 -6701.6
7300 -6747.2
7400 -6756
7500 -6754.4
7600 -6810.4
7700 -6850.4
7800 -6848.8
7900 -6848
8000 -6942.4
8100 -6980.8
8200 -6996.8
8300 -7033.6
8400 -7060.8
8500 -7108
8600 -7115.2
8700 -7121.6
8800 -7144.8
8900 -7176.8
9000 -7237.6
9100 -7255.2
9200 -7253.6
9300 -7261.6
9400 -7276
9500 -7298.4
9600 -7306.4
9700 -7328.8
9800 -7328
9900 -7359.2
10000 -7356
10100 -7378.4
10200 -7377.6
10300 -7377.6
10400 -7402.4
10500 -7416.8
10600 -7416
10700 -7431.2
10800 -7463.2
10900 -7470.4
11000 -7487.2
11100 -7495.2
11200 -7504
11300 -7511.2
11400 -7535.2
11500 -7550.4
11600 -7565.6
11700 -7596.8
11800 -7604.8
11900 -7604.8
12000 -7604
12100 -7612
12200 -7612
12300 -7611.2
12400 -7619.2
12500 -7636
12600 -7636
12700 -7636
12800 -7643.2
12900 -7643.2
13000 -7659.2
13100 -7674.4
13200 -7712
13300 -7713.6
13400 -7712.8
13500 -7736
13600 -7774.4
13700 -7774.4
13800 -7783.2
13900 -7781.6
14000 -7804
14100 -7842.4
14200 -7843.2
14300 -7858.4
14400 -7880
14500 -7879.2
14600 -7879.2
14700 -7885.6
14800 -7916
14900 -7916.8
15000 -7924.8
15100 -7947.2
15200 -7947.2
15300 -7946.4
15400 -7945.6
15500 -7952.8
15600 -7960
15700 -7960
15800 -7983.2
15900 -7983.2
16000 -7982.4
